,support,itemsets,length
18949,0.0022727272727272726,"frozenset({'fro_very_low', 'g_very_low', 'd_low', 'CH1', 'fre_high', 'R3'})",6
18950,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_very_low', 'g_very_low', 'fre_high', 'd_low', 'CH1'})",6
18951,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_very_low', 'g_very_low', 'd_low', 'fre_high', 'R3'})",6
18952,0.004545454545454545,"frozenset({'dp_very_low', 'm_very_low', 'fro_very_low', 'g_very_low', 'fre_high', 'CH1', 'R3'})",7
18953,0.0022727272727272726,"frozenset({'m_very_low', 'fro_very_low', 'g_very_low', 'd_low', 'CH1', 'fre_high', 'R3'})",7
18954,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_very_low', 'g_very_low', 'fre_high', 'd_low', 'CH1'})",7
18955,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_very_low', 'g_very_low', 'd_low', 'fre_high', 'R3'})",7
18956,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_very_low', 'g_very_low', 'd_low', 'CH1', 'fre_high', 'R3'})",7
18957,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_very_low', 'g_very_low', 'd_low', 'CH1', 'fre_high', 'R3'})",8
18958,0.004545454545454545,"frozenset({'fro_medium', 'd_low', 'g_very_low', 'fre_high'})",4
18959,0.004545454545454545,"frozenset({'fro_medium', 'CH1', 'g_very_low', 'fre_high'})",4
18960,0.004545454545454545,"frozenset({'fro_medium', 'fre_high', 'g_very_low', 'R3'})",4
18961,0.004545454545454545,"frozenset({'fro_medium', 'dp_very_low', 'g_very_low', 'fre_high'})",4
18962,0.0022727272727272726,"frozenset({'fro_medium', 'm_very_low', 'g_very_low', 'fre_high'})",4
18963,0.004545454545454545,"frozenset({'fro_medium', 'g_very_low', 'fre_high', 'd_low', 'CH1'})",5
18964,0.004545454545454545,"frozenset({'fro_medium', 'g_very_low', 'd_low', 'fre_high', 'R3'})",5
18965,0.004545454545454545,"frozenset({'dp_very_low', 'fro_medium', 'g_very_low', 'fre_high', 'd_low'})",5
18966,0.0022727272727272726,"frozenset({'m_very_low', 'fro_medium', 'g_very_low', 'fre_high', 'd_low'})",5
18967,0.004545454545454545,"frozenset({'fro_medium', 'g_very_low', 'fre_high', 'CH1', 'R3'})",5
18968,0.004545454545454545,"frozenset({'dp_very_low', 'fro_medium', 'g_very_low', 'fre_high', 'CH1'})",5
18969,0.0022727272727272726,"frozenset({'m_very_low', 'fro_medium', 'g_very_low', 'fre_high', 'CH1'})",5
18970,0.004545454545454545,"frozenset({'dp_very_low', 'fro_medium', 'g_very_low', 'fre_high', 'R3'})",5
18971,0.0022727272727272726,"frozenset({'m_very_low', 'fro_medium', 'g_very_low', 'fre_high', 'R3'})",5
18972,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'g_very_low', 'fre_high'})",5
18973,0.004545454545454545,"frozenset({'fro_medium', 'g_very_low', 'd_low', 'CH1', 'fre_high', 'R3'})",6
18974,0.004545454545454545,"frozenset({'dp_very_low', 'fro_medium', 'g_very_low', 'fre_high', 'd_low', 'CH1'})",6
18975,0.0022727272727272726,"frozenset({'m_very_low', 'fro_medium', 'g_very_low', 'fre_high', 'd_low', 'CH1'})",6
18976,0.004545454545454545,"frozenset({'dp_very_low', 'fro_medium', 'g_very_low', 'd_low', 'fre_high', 'R3'})",6
18977,0.0022727272727272726,"frozenset({'m_very_low', 'fro_medium', 'g_very_low', 'd_low', 'fre_high', 'R3'})",6
18978,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'g_very_low', 'fre_high', 'd_low'})",6
18979,0.004545454545454545,"frozenset({'dp_very_low', 'fro_medium', 'g_very_low', 'fre_high', 'CH1', 'R3'})",6
18980,0.0022727272727272726,"frozenset({'m_very_low', 'fro_medium', 'g_very_low', 'fre_high', 'CH1', 'R3'})",6
18981,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'g_very_low', 'fre_high', 'CH1'})",6
18982,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'g_very_low', 'fre_high', 'R3'})",6
18983,0.004545454545454545,"frozenset({'dp_very_low', 'fro_medium', 'g_very_low', 'd_low', 'CH1', 'fre_high', 'R3'})",7
18984,0.0022727272727272726,"frozenset({'m_very_low', 'fro_medium', 'g_very_low', 'd_low', 'CH1', 'fre_high', 'R3'})",7
18985,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'g_very_low', 'fre_high', 'd_low', 'CH1'})",7
18986,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'g_very_low', 'd_low', 'fre_high', 'R3'})",7
18987,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'g_very_low', 'fre_high', 'CH1', 'R3'})",7
18988,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'g_very_low', 'd_low', 'CH1', 'fre_high', 'R3'})",8
18989,0.0022727272727272726,"frozenset({'m_low', 'fre_high', 'g_very_low', 'fro_medium'})",4
18990,0.0022727272727272726,"frozenset({'m_low', 'd_low', 'g_very_low', 'fre_high'})",4
18991,0.0022727272727272726,"frozenset({'m_low', 'CH1', 'g_very_low', 'fre_high'})",4
18992,0.0022727272727272726,"frozenset({'m_low', 'fre_high', 'g_very_low', 'R3'})",4
18993,0.0022727272727272726,"frozenset({'m_low', 'dp_very_low', 'g_very_low', 'fre_high'})",4
18994,0.0022727272727272726,"frozenset({'fro_medium', 'm_low', 'g_very_low', 'fre_high', 'd_low'})",5
18995,0.0022727272727272726,"frozenset({'fro_medium', 'm_low', 'g_very_low', 'fre_high', 'CH1'})",5
18996,0.0022727272727272726,"frozenset({'fro_medium', 'm_low', 'g_very_low', 'fre_high', 'R3'})",5
18997,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_medium', 'm_low', 'g_very_low', 'fre_high'})",5
18998,0.0022727272727272726,"frozenset({'m_low', 'g_very_low', 'fre_high', 'd_low', 'CH1'})",5
18999,0.0022727272727272726,"frozenset({'m_low', 'g_very_low', 'd_low', 'fre_high', 'R3'})",5
19000,0.0022727272727272726,"frozenset({'dp_very_low', 'm_low', 'g_very_low', 'fre_high', 'd_low'})",5
19001,0.0022727272727272726,"frozenset({'m_low', 'g_very_low', 'fre_high', 'CH1', 'R3'})",5
19002,0.0022727272727272726,"frozenset({'dp_very_low', 'm_low', 'g_very_low', 'fre_high', 'CH1'})",5
19003,0.0022727272727272726,"frozenset({'dp_very_low', 'm_low', 'g_very_low', 'fre_high', 'R3'})",5
19004,0.0022727272727272726,"frozenset({'fro_medium', 'm_low', 'g_very_low', 'fre_high', 'd_low', 'CH1'})",6
19005,0.0022727272727272726,"frozenset({'fro_medium', 'm_low', 'g_very_low', 'd_low', 'fre_high', 'R3'})",6
19006,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_medium', 'm_low', 'g_very_low', 'fre_high', 'd_low'})",6
19007,0.0022727272727272726,"frozenset({'fro_medium', 'm_low', 'g_very_low', 'fre_high', 'CH1', 'R3'})",6
19008,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_medium', 'm_low', 'g_very_low', 'fre_high', 'CH1'})",6
19009,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_medium', 'm_low', 'g_very_low', 'fre_high', 'R3'})",6
19010,0.0022727272727272726,"frozenset({'m_low', 'g_very_low', 'd_low', 'CH1', 'fre_high', 'R3'})",6
19011,0.0022727272727272726,"frozenset({'dp_very_low', 'm_low', 'g_very_low', 'fre_high', 'd_low', 'CH1'})",6
19012,0.0022727272727272726,"frozenset({'dp_very_low', 'm_low', 'g_very_low', 'd_low', 'fre_high', 'R3'})",6
19013,0.0022727272727272726,"frozenset({'dp_very_low', 'm_low', 'g_very_low', 'fre_high', 'CH1', 'R3'})",6
19014,0.0022727272727272726,"frozenset({'fro_medium', 'm_low', 'g_very_low', 'd_low', 'CH1', 'fre_high', 'R3'})",7
19015,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_medium', 'm_low', 'g_very_low', 'fre_high', 'd_low', 'CH1'})",7
19016,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_medium', 'm_low', 'g_very_low', 'd_low', 'fre_high', 'R3'})",7
19017,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_medium', 'm_low', 'g_very_low', 'fre_high', 'CH1', 'R3'})",7
19018,0.0022727272727272726,"frozenset({'dp_very_low', 'm_low', 'g_very_low', 'd_low', 'CH1', 'fre_high', 'R3'})",7
19019,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_medium', 'm_low', 'g_very_low', 'd_low', 'CH1', 'fre_high', 'R3'})",8
19020,0.0022727272727272726,"frozenset({'d_very_low', 'fro_very_low', 'g_very_low', 'fre_high'})",4
19021,0.0022727272727272726,"frozenset({'d_very_low', 'fre_high', 'g_very_low', 'm_very_low'})",4
19022,0.0022727272727272726,"frozenset({'d_very_low', 'CH1', 'g_very_low', 'fre_high'})",4
19023,0.0022727272727272726,"frozenset({'d_very_low', 'fre_high', 'g_very_low', 'R3'})",4
19024,0.0022727272727272726,"frozenset({'d_very_low', 'dp_very_low', 'g_very_low', 'fre_high'})",4
19025,0.0022727272727272726,"frozenset({'m_very_low', 'fro_very_low', 'g_very_low', 'fre_high', 'd_very_low'})",5
19026,0.0022727272727272726,"frozenset({'fro_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'CH1'})",5
19027,0.0022727272727272726,"frozenset({'fro_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'R3'})",5
19028,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_very_low', 'g_very_low', 'fre_high', 'd_very_low'})",5
19029,0.0022727272727272726,"frozenset({'m_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'CH1'})",5
19030,0.0022727272727272726,"frozenset({'m_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'R3'})",5
19031,0.0022727272727272726,"frozenset({'m_very_low', 'dp_very_low', 'g_very_low', 'fre_high', 'd_very_low'})",5
19032,0.0022727272727272726,"frozenset({'g_very_low', 'fre_high', 'd_very_low', 'CH1', 'R3'})",5
19033,0.0022727272727272726,"frozenset({'dp_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'CH1'})",5
19034,0.0022727272727272726,"frozenset({'dp_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'R3'})",5
19035,0.0022727272727272726,"frozenset({'m_very_low', 'fro_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'CH1'})",6
19036,0.0022727272727272726,"frozenset({'m_very_low', 'fro_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'R3'})",6
19037,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_very_low', 'g_very_low', 'fre_high', 'd_very_low'})",6
19038,0.0022727272727272726,"frozenset({'fro_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'CH1', 'R3'})",6
19039,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'CH1'})",6
19040,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'R3'})",6
19041,0.0022727272727272726,"frozenset({'m_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'CH1', 'R3'})",6
19042,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'CH1'})",6
19043,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'R3'})",6
19044,0.0022727272727272726,"frozenset({'dp_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'CH1', 'R3'})",6
19045,0.0022727272727272726,"frozenset({'m_very_low', 'fro_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'CH1', 'R3'})",7
19046,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'CH1'})",7
19047,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'R3'})",7
19048,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'CH1', 'R3'})",7
19049,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'CH1', 'R3'})",7
19050,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_very_low', 'g_very_low', 'fre_high', 'd_very_low', 'CH1', 'R3'})",8
19051,0.004545454545454545,"frozenset({'dp_very_low', 'd_medium', 'fre_high'})",3
19052,0.004545454545454545,"frozenset({'CH1', 'd_medium', 'fre_high'})",3
19053,0.0022727272727272726,"frozenset({'d_medium', 'g_very_low', 'fre_high'})",3
19054,0.0022727272727272726,"frozenset({'m_very_low', 'd_medium', 'fre_high'})",3
19055,0.0022727272727272726,"frozenset({'fre_high', 'd_medium', 'fro_high'})",3
19056,0.0022727272727272726,"frozenset({'fre_high', 'd_medium', 'R3'})",3
19057,0.0022727272727272726,"frozenset({'R1', 'd_medium', 'fre_high'})",3
19058,0.0022727272727272726,"frozenset({'g_low', 'd_medium', 'fre_high'})",3
19059,0.0022727272727272726,"frozenset({'m_medium', 'd_medium', 'fre_high'})",3
19060,0.0022727272727272726,"frozenset({'fro_medium', 'd_medium', 'fre_high'})",3
19061,0.004545454545454545,"frozenset({'dp_very_low', 'CH1', 'd_medium', 'fre_high'})",4
19062,0.0022727272727272726,"frozenset({'d_medium', 'CH1', 'g_very_low', 'fre_high'})",4
19063,0.0022727272727272726,"frozenset({'d_medium', 'dp_very_low', 'g_very_low', 'fre_high'})",4
19064,0.0022727272727272726,"frozenset({'dp_very_low', 'g_very_low', 'fre_high', 'CH1', 'd_medium'})",5
19065,0.0022727272727272726,"frozenset({'d_medium', 'm_very_low', 'g_very_low', 'fre_high'})",4
19066,0.0022727272727272726,"frozenset({'m_very_low', 'CH1', 'd_medium', 'fre_high'})",4
19067,0.0022727272727272726,"frozenset({'dp_very_low', 'fre_high', 'd_medium', 'm_very_low'})",4
19068,0.0022727272727272726,"frozenset({'m_very_low', 'g_very_low', 'fre_high', 'CH1', 'd_medium'})",5
19069,0.0022727272727272726,"frozenset({'m_very_low', 'dp_very_low', 'g_very_low', 'fre_high', 'd_medium'})",5
19070,0.0022727272727272726,"frozenset({'m_very_low', 'dp_very_low', 'fre_high', 'CH1', 'd_medium'})",5
19071,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'g_very_low', 'fre_high', 'CH1', 'd_medium'})",6
19072,0.0022727272727272726,"frozenset({'m_very_low', 'fre_high', 'd_medium', 'fro_high'})",4
19073,0.0022727272727272726,"frozenset({'d_medium', 'fre_high', 'g_very_low', 'fro_high'})",4
19074,0.0022727272727272726,"frozenset({'CH1', 'fre_high', 'd_medium', 'fro_high'})",4
19075,0.0022727272727272726,"frozenset({'dp_very_low', 'fre_high', 'd_medium', 'fro_high'})",4
19076,0.0022727272727272726,"frozenset({'m_very_low', 'fro_high', 'g_very_low', 'fre_high', 'd_medium'})",5
19077,0.0022727272727272726,"frozenset({'m_very_low', 'fro_high', 'fre_high', 'CH1', 'd_medium'})",5
19078,0.0022727272727272726,"frozenset({'m_very_low', 'dp_very_low', 'fro_high', 'fre_high', 'd_medium'})",5
19079,0.0022727272727272726,"frozenset({'fro_high', 'g_very_low', 'fre_high', 'CH1', 'd_medium'})",5
19080,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_high', 'g_very_low', 'fre_high', 'd_medium'})",5
19081,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_high', 'fre_high', 'CH1', 'd_medium'})",5
19082,0.0022727272727272726,"frozenset({'m_very_low', 'fro_high', 'g_very_low', 'fre_high', 'CH1', 'd_medium'})",6
19083,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_high', 'g_very_low', 'fre_high', 'd_medium'})",6
19084,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_high', 'fre_high', 'CH1', 'd_medium'})",6
19085,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_high', 'g_very_low', 'fre_high', 'CH1', 'd_medium'})",6
19086,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_high', 'g_very_low', 'fre_high', 'CH1', 'd_medium'})",7
19087,0.0022727272727272726,"frozenset({'R3', 'fre_high', 'd_medium', 'fro_high'})",4
19088,0.0022727272727272726,"frozenset({'m_very_low', 'fre_high', 'd_medium', 'R3'})",4
19089,0.0022727272727272726,"frozenset({'d_medium', 'fre_high', 'g_very_low', 'R3'})",4
19090,0.0022727272727272726,"frozenset({'CH1', 'fre_high', 'd_medium', 'R3'})",4
19091,0.0022727272727272726,"frozenset({'dp_very_low', 'fre_high', 'd_medium', 'R3'})",4
19092,0.0022727272727272726,"frozenset({'m_very_low', 'fro_high', 'fre_high', 'd_medium', 'R3'})",5
19093,0.0022727272727272726,"frozenset({'fro_high', 'g_very_low', 'fre_high', 'd_medium', 'R3'})",5
19094,0.0022727272727272726,"frozenset({'fro_high', 'fre_high', 'CH1', 'd_medium', 'R3'})",5
19095,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_high', 'fre_high', 'd_medium', 'R3'})",5
19096,0.0022727272727272726,"frozenset({'m_very_low', 'g_very_low', 'fre_high', 'd_medium', 'R3'})",5
19097,0.0022727272727272726,"frozenset({'m_very_low', 'fre_high', 'CH1', 'd_medium', 'R3'})",5
19098,0.0022727272727272726,"frozenset({'m_very_low', 'dp_very_low', 'fre_high', 'd_medium', 'R3'})",5
19099,0.0022727272727272726,"frozenset({'g_very_low', 'fre_high', 'CH1', 'd_medium', 'R3'})",5
19100,0.0022727272727272726,"frozenset({'dp_very_low', 'g_very_low', 'fre_high', 'd_medium', 'R3'})",5
19101,0.0022727272727272726,"frozenset({'dp_very_low', 'fre_high', 'CH1', 'd_medium', 'R3'})",5
19102,0.0022727272727272726,"frozenset({'m_very_low', 'fro_high', 'g_very_low', 'fre_high', 'd_medium', 'R3'})",6
19103,0.0022727272727272726,"frozenset({'m_very_low', 'fro_high', 'fre_high', 'CH1', 'd_medium', 'R3'})",6
19104,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_high', 'fre_high', 'd_medium', 'R3'})",6
19105,0.0022727272727272726,"frozenset({'fro_high', 'g_very_low', 'fre_high', 'CH1', 'd_medium', 'R3'})",6
19106,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_high', 'g_very_low', 'fre_high', 'd_medium', 'R3'})",6
19107,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_high', 'fre_high', 'CH1', 'd_medium', 'R3'})",6
19108,0.0022727272727272726,"frozenset({'m_very_low', 'g_very_low', 'fre_high', 'CH1', 'd_medium', 'R3'})",6
19109,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'g_very_low', 'fre_high', 'd_medium', 'R3'})",6
19110,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fre_high', 'CH1', 'd_medium', 'R3'})",6
19111,0.0022727272727272726,"frozenset({'dp_very_low', 'g_very_low', 'fre_high', 'CH1', 'd_medium', 'R3'})",6
19112,0.0022727272727272726,"frozenset({'m_very_low', 'fro_high', 'g_very_low', 'fre_high', 'CH1', 'd_medium', 'R3'})",7
19113,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_high', 'g_very_low', 'fre_high', 'd_medium', 'R3'})",7
19114,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_high', 'fre_high', 'CH1', 'd_medium', 'R3'})",7
19115,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_high', 'g_very_low', 'fre_high', 'CH1', 'd_medium', 'R3'})",7
19116,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'g_very_low', 'fre_high', 'CH1', 'd_medium', 'R3'})",7
19117,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_high', 'g_very_low', 'fre_high', 'CH1', 'd_medium', 'R3'})",8
19118,0.0022727272727272726,"frozenset({'R1', 'CH1', 'd_medium', 'fre_high'})",4
19119,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'd_medium', 'fre_high'})",4
19120,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'fre_high', 'CH1', 'd_medium'})",5
19121,0.0022727272727272726,"frozenset({'R1', 'g_low', 'd_medium', 'fre_high'})",4
19122,0.0022727272727272726,"frozenset({'g_low', 'CH1', 'd_medium', 'fre_high'})",4
19123,0.0022727272727272726,"frozenset({'dp_very_low', 'g_low', 'd_medium', 'fre_high'})",4
19124,0.0022727272727272726,"frozenset({'R1', 'g_low', 'fre_high', 'CH1', 'd_medium'})",5
19125,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'g_low', 'fre_high', 'd_medium'})",5
19126,0.0022727272727272726,"frozenset({'dp_very_low', 'g_low', 'fre_high', 'CH1', 'd_medium'})",5
19127,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'g_low', 'fre_high', 'CH1', 'd_medium'})",6
19128,0.0022727272727272726,"frozenset({'g_low', 'm_medium', 'd_medium', 'fre_high'})",4
19129,0.0022727272727272726,"frozenset({'R1', 'm_medium', 'd_medium', 'fre_high'})",4
19130,0.0022727272727272726,"frozenset({'CH1', 'm_medium', 'd_medium', 'fre_high'})",4
19131,0.0022727272727272726,"frozenset({'dp_very_low', 'm_medium', 'd_medium', 'fre_high'})",4
19132,0.0022727272727272726,"frozenset({'R1', 'g_low', 'fre_high', 'm_medium', 'd_medium'})",5
19133,0.0022727272727272726,"frozenset({'m_medium', 'g_low', 'fre_high', 'CH1', 'd_medium'})",5
19134,0.0022727272727272726,"frozenset({'dp_very_low', 'g_low', 'fre_high', 'm_medium', 'd_medium'})",5
19135,0.0022727272727272726,"frozenset({'R1', 'm_medium', 'fre_high', 'CH1', 'd_medium'})",5
19136,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'fre_high', 'm_medium', 'd_medium'})",5
19137,0.0022727272727272726,"frozenset({'dp_very_low', 'm_medium', 'fre_high', 'CH1', 'd_medium'})",5
19138,0.0022727272727272726,"frozenset({'R1', 'm_medium', 'g_low', 'fre_high', 'CH1', 'd_medium'})",6
19139,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'g_low', 'fre_high', 'm_medium', 'd_medium'})",6
19140,0.0022727272727272726,"frozenset({'dp_very_low', 'm_medium', 'g_low', 'fre_high', 'CH1', 'd_medium'})",6
19141,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'm_medium', 'fre_high', 'CH1', 'd_medium'})",6
19142,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'm_medium', 'g_low', 'fre_high', 'CH1', 'd_medium'})",7
19143,0.0022727272727272726,"frozenset({'fro_medium', 'm_medium', 'd_medium', 'fre_high'})",4
19144,0.0022727272727272726,"frozenset({'fro_medium', 'g_low', 'd_medium', 'fre_high'})",4
19145,0.0022727272727272726,"frozenset({'fro_medium', 'R1', 'd_medium', 'fre_high'})",4
19146,0.0022727272727272726,"frozenset({'fro_medium', 'CH1', 'd_medium', 'fre_high'})",4
19147,0.0022727272727272726,"frozenset({'fro_medium', 'dp_very_low', 'd_medium', 'fre_high'})",4
19148,0.0022727272727272726,"frozenset({'g_low', 'fro_medium', 'fre_high', 'm_medium', 'd_medium'})",5
19149,0.0022727272727272726,"frozenset({'R1', 'fro_medium', 'fre_high', 'm_medium', 'd_medium'})",5
19150,0.0022727272727272726,"frozenset({'m_medium', 'fro_medium', 'fre_high', 'CH1', 'd_medium'})",5
19151,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_medium', 'fre_high', 'm_medium', 'd_medium'})",5
19152,0.0022727272727272726,"frozenset({'R1', 'g_low', 'fro_medium', 'fre_high', 'd_medium'})",5
19153,0.0022727272727272726,"frozenset({'g_low', 'fro_medium', 'fre_high', 'CH1', 'd_medium'})",5
19154,0.0022727272727272726,"frozenset({'dp_very_low', 'g_low', 'fro_medium', 'fre_high', 'd_medium'})",5
19155,0.0022727272727272726,"frozenset({'R1', 'fro_medium', 'fre_high', 'CH1', 'd_medium'})",5
19156,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'fro_medium', 'fre_high', 'd_medium'})",5
19157,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_medium', 'fre_high', 'CH1', 'd_medium'})",5
19158,0.0022727272727272726,"frozenset({'R1', 'g_low', 'fro_medium', 'fre_high', 'm_medium', 'd_medium'})",6
19159,0.0022727272727272726,"frozenset({'m_medium', 'g_low', 'fro_medium', 'fre_high', 'CH1', 'd_medium'})",6
19160,0.0022727272727272726,"frozenset({'dp_very_low', 'g_low', 'fro_medium', 'fre_high', 'm_medium', 'd_medium'})",6
19161,0.0022727272727272726,"frozenset({'R1', 'm_medium', 'fro_medium', 'fre_high', 'CH1', 'd_medium'})",6
19162,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'fro_medium', 'fre_high', 'm_medium', 'd_medium'})",6
19163,0.0022727272727272726,"frozenset({'dp_very_low', 'm_medium', 'fro_medium', 'fre_high', 'CH1', 'd_medium'})",6
19164,0.0022727272727272726,"frozenset({'R1', 'g_low', 'fro_medium', 'fre_high', 'CH1', 'd_medium'})",6
19165,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'g_low', 'fro_medium', 'fre_high', 'd_medium'})",6
19166,0.0022727272727272726,"frozenset({'dp_very_low', 'g_low', 'fro_medium', 'fre_high', 'CH1', 'd_medium'})",6
19167,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'fro_medium', 'fre_high', 'CH1', 'd_medium'})",6
19168,0.0022727272727272726,"frozenset({'R1', 'm_medium', 'g_low', 'fro_medium', 'fre_high', 'CH1', 'd_medium'})",7
19169,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'g_low', 'fro_medium', 'fre_high', 'm_medium', 'd_medium'})",7
19170,0.0022727272727272726,"frozenset({'dp_very_low', 'm_medium', 'g_low', 'fro_medium', 'fre_high', 'CH1', 'd_medium'})",7
19171,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'm_medium', 'fro_medium', 'fre_high', 'CH1', 'd_medium'})",7
19172,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'g_low', 'fro_medium', 'fre_high', 'CH1', 'd_medium'})",7
19173,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'm_medium', 'g_low', 'fro_medium', 'fre_high', 'CH1', 'd_medium'})",8
19174,0.015909090909090907,"frozenset({'fro_medium', 'fre_high', 'R3'})",3
19175,0.01818181818181818,"frozenset({'fro_medium', 'CH1', 'fre_high'})",3
19176,0.011363636363636364,"frozenset({'fro_medium', 'd_low', 'fre_high'})",3
19177,0.011363636363636364,"frozenset({'fro_medium', 'dp_very_low', 'fre_high'})",3
19178,0.013636363636363636,"frozenset({'fro_medium', 'CH1', 'fre_high', 'R3'})",4
19179,0.011363636363636364,"frozenset({'fro_medium', 'd_low', 'CH1', 'fre_high'})",4
19180,0.00909090909090909,"frozenset({'fro_medium', 'd_low', 'fre_high', 'R3'})",4
19181,0.00909090909090909,"frozenset({'fro_medium', 'd_low', 'CH1', 'fre_high', 'R3'})",5
19182,0.011363636363636364,"frozenset({'fro_medium', 'dp_very_low', 'CH1', 'fre_high'})",4
19183,0.00909090909090909,"frozenset({'fro_medium', 'dp_very_low', 'd_low', 'fre_high'})",4
